StoryID,HackernewsScore,Title,URL
23334352,3,Future of political art in Hong Kong uncertain as Beijing tightens grip,https://edition.cnn.com/style/article/hong-kong-protests-political-art-intl-hnk/index.html
23334425,55,Making Vue 3,https://increment.com/frontend/making-vue-3/
23334436,3,Command and Conquer Remaster Open Source / Mod Support,https://www.ea.com/games/command-and-conquer/command-and-conquer-remastered/news/remaster-update-modding?setLocale=en-us
23334463,329,Against an Increasingly User-Hostile Web (2017),https://neustadt.fr/essays/against-a-user-hostile-web/
23334646,13,All of the World's Money and Markets in One Visualization – 2020 Edition,https://www.visualcapitalist.com/all-of-the-worlds-money-and-markets-in-one-visualization-2020/
23334673,4,Show HN: I wrote a remote story estimation tool,http://home.1358.io
23334803,6,"Trump to sign executive order on social media on Thursday, White House says",https://www.cnbc.com/2020/05/27/trump-to-sign-executive-order-on-social-media-on-thursday-white-house-says.html
23334830,79,Trump's executive order targets political bias at Twitter and Facebook: draft,https://www.reuters.com/article/us-twitter-trump-executive-order-social/trumps-executive-order-targets-political-bias-at-twitter-and-facebook-draft-idUSKBN2340MW
23334873,94,Pulling apart a £339 anti-5G USB stick,https://www.bbc.co.uk/news/technology-52810220
23334878,5,"Creationism, Unchallenged",https://slatestarcodex.com/2020/05/28/creationism-unchallenged/
23334898,100,How I made a game played in Notepad,https://sheepolution.com/blog/gamedev/how-i-made-a-game-played-in-notepad/
23335072,187,"New fuzzing tool finds USB bugs in Linux, Windows, macOS, and FreeBSD",https://www.zdnet.com/article/new-fuzzing-tool-finds-26-usb-bugs-in-linux-windows-macos-and-freebsd/
23335368,119,Why we have so many problems with our teeth,https://www.scientificamerican.com/article/why-we-have-so-many-problems-with-our-teeth/
23335486,235,What is the business model for DuckDuckGo? (2017),https://spreadprivacy.com/duckduckgo-revenue-model/
23335517,5,"Space Settlements: A Design Study (NASA SP-413, 1977) [pdf]",http://large.stanford.edu/courses/2016/ph240/martelaro2/docs/nasa-sp-413.pdf
23335635,14,Ask HN: What is your blog stack?,
23335704,58,Show HN: Python on iOS Native Apps,https://github.com/joaoventura/pybridge-ios
23335747,5,Why US teens on TikTok are making “I love China” videos,https://qz.com/1860538/tiktok-users-praise-china-to-ward-off-shadow-banning/
23335748,11,Ask HN: What got you out of coding tutorials and into developing software?,
23335756,219,Swarm satellites probe weakening of Earth’s magnetic field,https://www.esa.int/Applications/Observing_the_Earth/Swarm/Swarm_probes_weakening_of_Earth_s_magnetic_field
23335759,89,Trilium Notes – Markdown autoformat (WYSIWYG) personal knowledge base,https://github.com/zadam/trilium
23335794,69,"Astronomers find 'missing matter', solving decades-long mystery of outer space",https://www.abc.net.au/news/2020-05-28/astronomers-find-universe-missing-matter/12291788
23335987,49,Arizona sues Google for tracking users' location even when it's turned off,https://mashable.com/article/arizona-google-lawsuit/
23336034,17,Deepfakes Are Going to Wreak Havoc on Society. We Are Not Prepared,https://www.forbes.com/sites/robtoews/2020/05/25/deepfakes-are-going-to-wreak-havoc-on-society-we-are-not-prepared
23336050,328,Hypermodern Python,https://cjolowicz.github.io/posts/hypermodern-python-01-setup/
23336143,30,"Raspberry Pi 4 Gets 8GB RAM, Raspbian 64-Bit (Beta)",https://www.cnx-software.com/2020/05/28/raspberry-pi-4-8gb-ram-raspbian-64-bit-beta/
23336247,360,"Remote work has its perks, until you want a promotion",https://www.wired.com/story/remote-work-perks-until-want-promotion/
23336250,6,StackOverflow Developer Survey 2020,https://insights.stackoverflow.com/survey/2020
23336255,101,Raspberry Pi OS (formerly Raspbian) 64 bit beta,https://www.raspberrypi.org/forums/viewtopic.php?f=117&t=275370
23336267,48,The Epic Games Primer,https://www.matthewball.vc/all/epicgamesprimermaster
23336298,9,Trump's draft executive order targeting Facebook and Twitter 'leaked online',https://www.businessinsider.com/trump-leaked-executive-order-social-media-facebook-twitter-2020-5
23336396,9,What's in a Parser Combinator? (2016),https://remusao.github.io/posts/whats-in-a-parser-combinator.html
23336407,23,Dangerous SHA-1 crypto function is about to die in SSH,https://arstechnica.com/information-technology/2020/05/dangerous-sha-1-crypto-function-is-about-to-die-in-ssh/
23336419,4,Ask HN: Service for secure SMS verification for websites?,
23336458,114,Functional Programming in Python,https://github.com/dry-python/returns
23336902,48,Trump to sign executive order on social media amid Twitter furor,https://www.politico.com/news/2020/05/27/trump-executive-order-social-media-twitter-285891
23337005,4,Ask HN: Technical choices shopping for desktop virtualization solutions?,
23337043,86,U.S. Should Open America’s Doors to Hong Kong’s Citizens,https://www.bloomberg.com/opinion/articles/2020-05-27/trump-should-open-america-s-doors-to-hong-kong-s-citizens
23337058,32,Lt. Gov. Josh Green hopes to reopen Hawaii’s tourism industry by July,https://www.hawaiinewsnow.com/2020/05/26/lt-gov-josh-green-hopes-reopen-hawaiis-tourism-industry-by-july/
23337081,55,Show HN: I built a cron job scheduler,https://blog.cronhub.io/cronhub-scheduler/
23337091,815,"AudioMass – free, open source, web-based Audio and Waveform editor",https://audiomass.co/
23337159,19,"Zuckerberg, Dorsey spar over Twitter’s flagging of Trump’s tweets",https://www.politico.com/news/2020/05/28/zuckerberg-dorsey-spar-over-twitters-flagging-of-trumps-tweets-286881
23337235,18,"Mystery list appears of where people met, personal info, of tens of millions",https://www.independent.co.uk/life-style/gadgets-and-tech/news/data-dump-personal-information-breach-crm-a9515931.html
23337237,13,A dirty secret: you can only be a writer if you can afford it,https://www.theguardian.com/us-news/2020/feb/27/a-dirty-secret-you-can-only-be-a-writer-if-you-can-afford-it
23337282,5,Learning from LadderLeak: Is ECDSA Broken?,https://soatok.blog/2020/05/26/learning-from-ladderleak-is-ecdsa-broken/
23337307,11,Ask HN: Should I give in to voice assistants?,
23337507,29,Some Sessions from the Python Language Summit,https://lwn.net/SubscriberLink/821412/9fbb4093d7945bdb/
23337595,74,Private key of DigiCert Certificate Transparency log compromised,https://www.feistyduck.com/bulletproof-tls-newsletter/issue_65_private_key_of_digicert_certificate_transparency_log_compromised
23337642,91,The API-as-a-Marketplace,https://versionone.vc/api-as-a-marketplace/
23337693,10,No Coding Skills. Many Competitors. Here's How I Make $10k/Month,https://www.indiehackers.com/interview/no-code-many-competitors-heres-how-i-still-make-10k-mo-42a0fba013
23337705,122,GitHub is experimenting with personal READMEs,https://twitter.com/mschoening/status/1265774218404233217
23337822,148,Practical privacy tips for your business,https://blog.simpleanalytics.com/practical-privacy-tips-for-your-business
23337857,280,Remote work means anyone can take your job,https://marker.medium.com/remote-workers-just-outsourced-themselves-3f771f9d1529
23337876,133,House cancels vote to renew surveillance powers after Trump threatened veto,https://www.wsj.com/articles/house-cancels-vote-to-renew-surveillance-powers-after-trump-threatened-veto-11590675372
23337881,59,UFC files trademark for 'UFSEA' following satirical suggestion from John Oliver,https://www.cbssports.com/mma/news/ufc-files-trademark-for-ufsea-following-satirical-suggestion-from-john-oliver/
23337885,8,"Microsoft copied its new Windows Package Manager from AppGet, claims developer",https://www.theverge.com/2020/5/28/21272964/microsoft-winget-windows-package-manager-appget-copied
23337898,139,Docker Expands Relationship with Microsoft,https://techcrunch.com/2020/05/27/docker-expands-relationship-with-microsoft-to-ease-developer-experience-across-platforms/
23337900,32,Japanese Company Makes CBD from Orange Peels,https://www.labroots.com/trending/cannabis-sciences/17757/japanese-company-makes-cbd-orange-peels
23337934,5,South Atlantic Anomaly,https://en.wikipedia.org/wiki/South_Atlantic_Anomaly
23337990,29,Donald Trump is starting a messy fight with the entire internet,https://www.theverge.com/2020/5/28/21273019/donald-trump-executive-order-twitter-liability-facebook-230-ftc-fcc
23338119,202,The PEPs of Python 3.9,https://lwn.net/Articles/819853/
23338177,5,Cloud Development Kit for Kubernetes,https://cdk8s.io/
23338248,29,Show HN: HTML Goddess – A static site generator to code like it's 1999,https://findingmyhtmlgoddess.com
23338584,11,Trump is set to announce an executive order against social media companies,https://edition.cnn.com/2020/05/28/politics/trump-twitter-social-media-executive-order/index.html
23338726,38,Folding-markdown: Adds header folding for Markdown files in Atom,https://atom.io/packages/folding-markdown
23338742,128,Have you ever asked yourself “how did research get done before LateX?”,https://threadreaderapp.com/thread/1262489387767480322.html
23338846,54,Evaluating page experience for a better web,https://webmasters.googleblog.com/2020/05/evaluating-page-experience.html
23338922,24,Pi-hole 4.4.0 Remote Code Execution,https://packetstormsecurity.com/files/157839/Pi-hole-4.4.0-Remote-Code-Execution.html
23338934,5,Pi-Hole 3.3 Command Execution,https://packetstormsecurity.com/files/157831/Pi-Hole-3.3-Command-Execution.html
23339004,144,Why remote work is hard and how it can be fixed,https://www.newyorker.com/culture/annals-of-inquiry/can-remote-work-be-fixed
23339147,5,Show HN: Almanac – GitHub for Docs,https://almanac.io/home
23339176,4,Start a Company Using NASA Tech,https://technology.nasa.gov/startup
23339228,3,Controlling Access to the New AWS API Gateway HTTP API with Auth0,https://sandrino.dev/blog/aws-api-gateway-jwt-auth0
23339234,3,Leaked draft details Trump’s likely attack on technology giants,https://arstechnica.com/tech-policy/2020/05/leaked-trump-order-is-a-wide-ranging-attack-on-facebook-and-twitter/
23339244,452,Show HN: RoughNotation – create and animate hand-drawn annotations on a web page,https://roughnotation.com/
23339331,4,Kubernetes Deployment Strategies Explained,https://github.com/ContainerSolutions/k8s-deployment-strategies
23339369,25,Ask HN: Where do HN readers spend their online downtime?,
23339471,190,Uber is destroying thousands of electric bikes and scooters following Jump sale,https://www.bbc.com/news/technology-52832791
23339570,11,Trump is set to announce an executive order against social media companies,https://www.cnn.com/2020/05/28/politics/trump-twitter-social-media-executive-order/index.html
23339579,4,Coronavirus Is Buying Time on Climate Change. Will We Make Use of It?,https://www.wsj.com/articles/coronavirus-is-buying-time-on-climate-change-will-we-make-use-of-it-11590676308
23339590,32,Upbound Cloud Community Preview,https://blog.upbound.io/announcing-upbound-cloud-community-preview/
23339730,11,Pico: Client-side JavaScript library for high-precision viewport screenshots,https://github.com/nikersify/pico
23339776,141,The Fastest Google Fonts,https://csswizardry.com/2020/05/the-fastest-google-fonts/
23339801,8,A quick dive into k3s and the Mender Update Module for Kubernetes,https://mender.io/blog/a-quick-dive-into-k3s-and-the-mender-update-module-for-kubernetes
23339830,408,Tools for Better Thinking,https://untools.co
23339835,21,The Graphic Design of North Korea,https://www.ceros.com/originals/north-korea-graphic-design/
23339981,20,"Legal Systems very different from ours, because I just made them up",https://slatestarcodex.com/2020/03/30/legal-systems-very-different-from-ours-because-i-just-made-them-up/
23340031,35,Ask HN: What is your favorite way to read online content?,
23340205,7,Ask HN: Poland vs. Ukraine for choosing a dev shop?,
23340259,62,Save Internet Privacy,https://www.saveinternetprivacy.org/
23340312,20,U.S. planning to cancel visas of Chinese graduate students,https://www.reuters.com/article/us-usa-china-students/u-s-planning-to-cancel-visas-of-chinese-graduate-students-sources-idUSKBN2342AX
23340357,49,Resuming SameSite Cookie Changes in July,https://blog.chromium.org/2020/05/resuming-samesite-cookie-changes-in-july.html
23340711,20,Show HN:A Discussion Site for (Pilot)Hindu-Religious Groups Based on Hacker News,https://hindumediawiki.com
23340715,10,Bringing New Aspects of “The Simpsons” to Disney+,https://medium.com/disney-streaming/bringing-new-aspects-of-the-simpsons-to-disney-d6067226556e
23340823,10,Google employees can expense $1000 worth of Office furniture,https://nypost.com/2020/05/26/google-will-let-workers-expense-1000-worth-of-office-furniture/
23340844,62,Republicans working on legislation to strip Twitter of liability protections,https://thehill.com/policy/technology/499814-republicans-working-on-legislation-to-strip-twitter-of-federal-protections
23340887,194,Android Studio 4.0,https://android-developers.googleblog.com/2020/05/android-studio-4.html
23340965,33,Zuckerberg Dismisses Fact-Checking,https://arstechnica.com/tech-policy/2020/05/zuckerberg-dismisses-fact-checking-after-bragging-about-fact-checking/
23341086,3,Choosing 2FA authenticator apps can be hard. Ars did it so you don’t have to,https://arstechnica.com/information-technology/2020/05/choosing-2fa-authenticator-apps-can-be-hard-ars-did-it-so-you-dont-have-to/
23341104,12,DOJ Drops Insider Trading Investigation into Senator Kelly Loeffler,https://www.thedailybeast.com/doj-drops-insider-trading-investigation-into-kelly-loeffler-report-says
23341123,21,U.S. Police Shootings: Breaking Down the Data by Race,https://www.cybercoastal.com/u-s-police-shootings-breaking-down-the-data-by-race/
23341179,245,Idea Generation,https://blog.samaltman.com/idea-generation
23341299,3,4 Linux Distributions for Gaming,https://opensource.com/article/20/5/linux-gaming
23341317,40,Antibody Tests Point to Lower Death Rate for the Coronavirus Than First Thought,https://www.npr.org/sections/health-shots/2020/05/28/863944333/antibody-tests-point-to-lower-death-rate-for-the-coronavirus-than-first-thought
23341600,5,Drauger OS – Make your gaming experience perpetually pleasurable,https://draugeros.org/go/
23341705,10,VCVRack – open-source Virtual Eurorack DAW,https://vcvrack.com/
23341711,23,Useless Use of Cat Award,http://porkmail.org/era/unix/award.html
23341721,49,PowerPC Solaris on the RS/6000,https://virtuallyfun.com/wordpress/2020/05/28/powerpc-solaris-on-the-rs-6000/
23341899,38,"Show HN: PageMarker – Organize, annotate and revisit your bookmarks",https://www.pagemarker.io/?ref=hackernews
23341971,10,Epidemiologist: Sweden Covid Response Isn’t Unorthodox the Rest of the Worlds Is,https://fee.org/articles/epidemiologist-sweden-s-covid-response-isn-t-unorthodox-the-rest-of-the-world-s-is/
23342052,55,Framework Benchmarks Round 19,https://www.techempower.com/blog/2020/05/28/framework-benchmarks-round-19/
23342116,5,Inside Twitter's Decision to Fact-Check a Trump Tweet,https://onezero.medium.com/inside-twitters-decision-to-fact-check-a-trump-tweet-b5a30eaa3b1d
23342158,4,"Immudb 0.6.0 release – open-source, lightweight, high-speed immutable database",https://github.com/codenotary/immudb/releases/tag/v.0.6.0
23342161,439,Trump signs executive order targeting protections for social media companies,https://www.axios.com/trump-executive-order-social-media-protections-8a53f1c6-3c05-4844-98a3-071373b497a8.html?stream=technology&utm_source=alert&utm_medium=email&utm_campaign=alerts_technology
23342227,37,It’s unclear what Section 230 executive order will do to social media companies,https://www.buzzfeednews.com/article/ryanhatesthis/trump-executive-order-section-230-twitter-fact-checking
23342320,11,"OpenRA: An open, cross platform and expandable implementation of Command&Conquer",https://www.openra.net/
23342337,4,Ask HN: How much of pay cut would you take for a more fulfilling job?,
23342409,5,Military and Intelligence Personnel Can Be Tracked with the Untappd Beer App,https://www.bellingcat.com/news/2020/05/18/military-and-intelligence-personnel-can-be-tracked-with-the-untappd-beer-app/
23342917,3,Google now shows Play Store ads in Chromebook search bar,https://imgur.com/a/dEgJtI4
23342968,12,Automated Background Checks Freeze Out Renters,https://www.nytimes.com/2020/05/28/business/renters-background-checks.html
23343263,4,Brave Browser Launches Encrypted Video Calls Before Zoom,https://cointelegraph.com/news/brave-browser-launches-encrypted-video-calls-before-zoom
23343313,139,Executive Order on Preventing Online Censorship,https://www.whitehouse.gov/presidential-actions/executive-order-preventing-online-censorship/
23343397,4,Show HN: An opinionated markdown-to-HTML tutorial publisher,https://ritza.co/experiments/opinionated-tutorial-publisher.html
23343426,6,"ADHD tech stack: auto time tracking to get actionable feedback, not guilt",https://medium.com/@pmigdal/adhd-tech-stack-auto-time-tracking-b8ff5b6bc888
23343436,5,Using Weak Electric Fields to Make Virus-Killing Face Masks,https://spectrum.ieee.org/the-human-os/biomedical/devices/using-weak-electric-fields-to-make-viruskilling-face-masks
23343466,66,Most-streamed track of the day by country,https://www.worldspotify.com/
23343507,43,Rust is not a good C replacement (2019),https://drewdevault.com/2019/03/25/Rust-is-not-a-good-C-replacement.html#update
23343668,32,The chart that proves that Spanish schedules are downright weird (2016),https://english.elpais.com/elpais/2016/03/28/inenglish/1459165488_731020.html
23343734,36,Statement by FCC Commissioner Starks on Section 230 Executive Order,https://www.fcc.gov/document/statement-commissioner-starks-section-230-executive-order
23343794,94,I wrote a SaaS product because the internet made me believe it'd make me rich,https://blog.stetsonblake.com/thoughts-on-learning-to-design-build-and-launch-a-saas-business/
23343799,44,Deno Is a Browser for Code,https://kitsonkelly.com/posts/deno-is-a-browser-for-code/
23343856,6,Temporal Understanding of Cybersecurity Threats [pdf],https://ebiquity.umbc.edu/_file_directory_/papers/959.pdf
23344039,24,Pixel 4XL Falls Off Flat Surfaces Unprompted,https://www.youtube.com/watch?v=mXAdVzvO8uE
23344058,8,Washington state claws back $300M from unemployment fraud scheme,https://www.seattletimes.com/business/economy/new-weekly-jobless-claims-in-washington-fall-sharply-in-wake-of-coronavirus-fraud-revelations/
23344230,20,CDC Suggests Avoiding Open Plan Offices,https://www.nytimes.com/2020/05/28/health/coronavirus-workplace-cdc.html
23344420,4,"China's Largest Base Has Replicas of Taiwan Presidential Building, Eiffel Tower",https://www.thedrive.com/the-war-zone/33591/chinas-biggest-base-has-huge-replicas-of-taiwans-presidential-building-and-the-eiffel-tower
23344657,13,Newsom proposes ditching environmental review when converting hotels int housing,https://www.sfchronicle.com/bayarea/article/Newsom-proposes-sidestepping-CEQA-to-speed-up-15296502.php
23344666,36,The Writings of Leslie Lamport,https://lamport.azurewebsites.net/pubs/pubs.html
23344977,1,Mux (YC W16) is hiring engineers to work on cloud video infrastructure,https://mux.com/jobs/
23345135,30,OpenSSL 3.0,https://wiki.openssl.org/index.php/OpenSSL_3.0
23345173,46,1989 California Medfly Attack,https://en.wikipedia.org/wiki/1989_California_medfly_attack
23345376,8,"Defying Trump, Twitter Doubles Down on Labeling Tweets",https://www.nytimes.com/2020/05/28/technology/trump-twitter-fact-check.html
23345379,88,"“GPT-3: Language Models Are Few-Shot Learners”, Brown et al. 2020 (OpenAI)",https://arxiv.org/abs/2005.14165
23345443,3,Two mysterious web font bugs that no one seems to be talking about (2018),https://medium.com/@ValidScience/two-mysterious-web-font-bugs-that-no-one-seems-to-be-talking-about-861022e7fe69
23345449,54,GPT-3: Language Models Are Few-Shot Learners,https://github.com/openai/gpt-3
23345781,4,CDC Recommends Sweeping Changes to American Offices,https://www.nytimes.com/2020/05/28/health/cdc-coronavirus-offices.html
26,1,Spam stock tips work - for spammers,http://www.nytimes.com/2006/09/10/business/yourmoney/10stra.html?ex=1315540800&en=6889d6d8b8f28c5a&ei=5090&partner=rssuserland&emc=rss
2600,,,
27,12,Google Acquires YouTube For $1.6B,http://www.google.com/press/pressrel/google_youtube.html
3,7,Woz Interview: the early days of Apple,http://www.foundersatwork.com/stevewozniak.html
3270,,,
4,5,NYC Developer Dilemma,http://avc.blogs.com/a_vc/2006/10/the_nyc_develop.html
4,5,NYC Developer Dilemma,http://avc.blogs.com/a_vc/2006/10/the_nyc_develop.html
4,5,NYC Developer Dilemma,http://avc.blogs.com/a_vc/2006/10/the_nyc_develop.html
64,6,From Oxford to Silicon Valley,http://news.bbc.co.uk/2/hi/business/6355289.stm
7000,,,
